Event,Date_Time,,TemperatureC,Field,Pop,Cage,Height,Treatment
1284,2021-09-20 20:37:49,54.62,12.57,UP,HF,S_HFN_H1,20,Herbivore
1285,2021-09-20 21:37:49,55.01,12.78,UP,HF,S_HFN_H1,20,Herbivore
1286,2021-09-20 22:37:49,54.54,12.52,UP,HF,S_HFN_H1,20,Herbivore
1287,2021-09-20 23:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
1288,2021-09-21 0:37:49,57.32,14.07,UP,HF,S_HFN_H1,20,Herbivore
1289,2021-09-21 1:37:49,59.64,15.36,UP,HF,S_HFN_H1,20,Herbivore
1290,2021-09-21 2:37:49,57.63,14.24,UP,HF,S_HFN_H1,20,Herbivore
1291,2021-09-21 3:37:49,59.49,15.27,UP,HF,S_HFN_H1,20,Herbivore
1292,2021-09-21 4:37:49,59.79,15.44,UP,HF,S_HFN_H1,20,Herbivore
1293,2021-09-21 5:37:49,58.71,14.84,UP,HF,S_HFN_H1,20,Herbivore
1294,2021-09-21 6:37:49,58.56,14.75,UP,HF,S_HFN_H1,20,Herbivore
1295,2021-09-21 7:37:49,58.71,14.84,UP,HF,S_HFN_H1,20,Herbivore
1296,2021-09-21 8:37:49,60.41,15.78,UP,HF,S_HFN_H1,20,Herbivore
1297,2021-09-21 9:37:49,64.20,17.89,UP,HF,S_HFN_H1,20,Herbivore
1298,2021-09-21 10:37:49,71.61,22.01,UP,HF,S_HFN_H1,20,Herbivore
1299,2021-09-21 11:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
1300,2021-09-21 12:37:49,81.03,27.24,UP,HF,S_HFN_H1,20,Herbivore
1301,2021-09-21 13:37:49,86.44,30.24,UP,HF,S_HFN_H1,20,Herbivore
1302,2021-09-21 14:37:49,80.64,27.02,UP,HF,S_HFN_H1,20,Herbivore
1303,2021-09-21 15:37:49,79.18,26.21,UP,HF,S_HFN_H1,20,Herbivore
1304,2021-09-21 16:37:49,75.62,24.24,UP,HF,S_HFN_H1,20,Herbivore
1305,2021-09-21 17:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
1306,2021-09-21 18:37:49,64.89,18.27,UP,HF,S_HFN_H1,20,Herbivore
1307,2021-09-21 19:37:49,60.49,15.83,UP,HF,S_HFN_H1,20,Herbivore
1308,2021-09-21 20:37:49,58.10,14.50,UP,HF,S_HFN_H1,20,Herbivore
1309,2021-09-21 21:37:49,56.94,13.85,UP,HF,S_HFN_H1,20,Herbivore
1310,2021-09-21 22:37:49,56.55,13.64,UP,HF,S_HFN_H1,20,Herbivore
1311,2021-09-21 23:37:49,60.41,15.78,UP,HF,S_HFN_H1,20,Herbivore
1312,2021-09-22 0:37:49,59.25,15.14,UP,HF,S_HFN_H1,20,Herbivore
1313,2021-09-22 1:37:49,60.88,16.04,UP,HF,S_HFN_H1,20,Herbivore
1314,2021-09-22 2:37:49,61.88,16.60,UP,HF,S_HFN_H1,20,Herbivore
1315,2021-09-22 3:37:49,61.11,16.17,UP,HF,S_HFN_H1,20,Herbivore
1316,2021-09-22 4:37:49,59.56,15.31,UP,HF,S_HFN_H1,20,Herbivore
1317,2021-09-22 5:37:49,60.34,15.74,UP,HF,S_HFN_H1,20,Herbivore
1318,2021-09-22 6:37:49,62.19,16.77,UP,HF,S_HFN_H1,20,Herbivore
1319,2021-09-22 7:37:49,63.50,17.50,UP,HF,S_HFN_H1,20,Herbivore
1320,2021-09-22 8:37:49,66.82,19.35,UP,HF,S_HFN_H1,20,Herbivore
1321,2021-09-22 9:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
1322,2021-09-22 10:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
1323,2021-09-22 11:37:49,72.23,22.35,UP,HF,S_HFN_H1,20,Herbivore
1324,2021-09-22 12:37:49,79.02,26.12,UP,HF,S_HFN_H1,20,Herbivore
1325,2021-09-22 13:37:49,88.21,31.23,UP,HF,S_HFN_H1,20,Herbivore
1326,2021-09-22 14:37:49,84.27,29.04,UP,HF,S_HFN_H1,20,Herbivore
1327,2021-09-22 15:37:49,89.06,31.70,UP,HF,S_HFN_H1,20,Herbivore
1328,2021-09-22 16:37:49,79.79,26.55,UP,HF,S_HFN_H1,20,Herbivore
1329,2021-09-22 17:37:49,82.27,27.93,UP,HF,S_HFN_H1,20,Herbivore
1330,2021-09-22 18:37:49,72.38,22.43,UP,HF,S_HFN_H1,20,Herbivore
1331,2021-09-22 19:37:49,68.52,20.29,UP,HF,S_HFN_H1,20,Herbivore
1332,2021-09-22 20:37:49,66.59,19.22,UP,HF,S_HFN_H1,20,Herbivore
1333,2021-09-22 21:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
1334,2021-09-22 22:37:49,68.21,20.12,UP,HF,S_HFN_H1,20,Herbivore
1335,2021-09-22 23:37:49,64.27,17.93,UP,HF,S_HFN_H1,20,Herbivore
1336,2021-09-23 0:37:49,64.81,18.23,UP,HF,S_HFN_H1,20,Herbivore
1337,2021-09-23 1:37:49,69.52,20.85,UP,HF,S_HFN_H1,20,Herbivore
1338,2021-09-23 2:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
1339,2021-09-23 3:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
1340,2021-09-23 4:37:49,70.22,21.23,UP,HF,S_HFN_H1,20,Herbivore
1341,2021-09-23 5:37:49,69.99,21.10,UP,HF,S_HFN_H1,20,Herbivore
1342,2021-09-23 6:37:49,68.83,20.46,UP,HF,S_HFN_H1,20,Herbivore
1343,2021-09-23 7:37:49,65.89,18.83,UP,HF,S_HFN_H1,20,Herbivore
1344,2021-09-23 8:37:49,68.37,20.20,UP,HF,S_HFN_H1,20,Herbivore
1345,2021-09-23 9:37:49,72.30,22.39,UP,HF,S_HFN_H1,20,Herbivore
1346,2021-09-23 10:37:49,78.71,25.95,UP,HF,S_HFN_H1,20,Herbivore
1347,2021-09-23 11:37:49,80.34,26.85,UP,HF,S_HFN_H1,20,Herbivore
1348,2021-09-23 12:37:49,90.14,32.30,UP,HF,S_HFN_H1,20,Herbivore
1349,2021-09-23 13:37:49,86.51,30.28,UP,HF,S_HFN_H1,20,Herbivore
1350,2021-09-23 14:37:49,95.70,35.39,UP,HF,S_HFN_H1,20,Herbivore
1351,2021-09-23 15:37:49,83.35,28.53,UP,HF,S_HFN_H1,20,Herbivore
1352,2021-09-23 16:37:49,86.28,30.16,UP,HF,S_HFN_H1,20,Herbivore
1353,2021-09-23 17:37:49,78.17,25.65,UP,HF,S_HFN_H1,20,Herbivore
1354,2021-09-23 18:37:49,70.84,21.58,UP,HF,S_HFN_H1,20,Herbivore
1355,2021-09-23 19:37:49,66.98,19.43,UP,HF,S_HFN_H1,20,Herbivore
1356,2021-09-23 20:37:49,67.83,19.90,UP,HF,S_HFN_H1,20,Herbivore
1357,2021-09-23 21:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
1358,2021-09-23 22:37:49,71.53,21.96,UP,HF,S_HFN_H1,20,Herbivore
1359,2021-09-23 23:37:49,70.76,21.53,UP,HF,S_HFN_H1,20,Herbivore
1360,2021-09-24 0:37:49,71.30,21.83,UP,HF,S_HFN_H1,20,Herbivore
1361,2021-09-24 1:37:49,70.53,21.40,UP,HF,S_HFN_H1,20,Herbivore
1362,2021-09-24 2:37:49,68.75,20.42,UP,HF,S_HFN_H1,20,Herbivore
1363,2021-09-24 3:37:49,65.51,18.62,UP,HF,S_HFN_H1,20,Herbivore
1364,2021-09-24 4:37:49,63.66,17.59,UP,HF,S_HFN_H1,20,Herbivore
1365,2021-09-24 5:37:49,62.96,17.20,UP,HF,S_HFN_H1,20,Herbivore
1366,2021-09-24 6:37:49,62.34,16.86,UP,HF,S_HFN_H1,20,Herbivore
1367,2021-09-24 7:37:49,61.80,16.56,UP,HF,S_HFN_H1,20,Herbivore
1368,2021-09-24 8:37:49,60.41,15.78,UP,HF,S_HFN_H1,20,Herbivore
1369,2021-09-24 9:37:49,61.03,16.13,UP,HF,S_HFN_H1,20,Herbivore
1370,2021-09-24 10:37:49,62.65,17.03,UP,HF,S_HFN_H1,20,Herbivore
1371,2021-09-24 11:37:49,63.66,17.59,UP,HF,S_HFN_H1,20,Herbivore
1372,2021-09-24 12:37:49,71.15,21.75,UP,HF,S_HFN_H1,20,Herbivore
1373,2021-09-24 13:37:49,81.80,27.67,UP,HF,S_HFN_H1,20,Herbivore
1374,2021-09-24 14:37:49,84.74,29.30,UP,HF,S_HFN_H1,20,Herbivore
1375,2021-09-24 15:37:49,86.51,30.28,UP,HF,S_HFN_H1,20,Herbivore
1376,2021-09-24 16:37:49,81.96,27.75,UP,HF,S_HFN_H1,20,Herbivore
1377,2021-09-24 17:37:49,67.59,19.77,UP,HF,S_HFN_H1,20,Herbivore
1378,2021-09-24 18:37:49,64.04,17.80,UP,HF,S_HFN_H1,20,Herbivore
1379,2021-09-24 19:37:49,59.49,15.27,UP,HF,S_HFN_H1,20,Herbivore
1380,2021-09-24 20:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
1381,2021-09-24 21:37:49,51.92,11.07,UP,HF,S_HFN_H1,20,Herbivore
1382,2021-09-24 22:37:49,51.07,10.59,UP,HF,S_HFN_H1,20,Herbivore
1383,2021-09-24 23:37:49,50.30,10.16,UP,HF,S_HFN_H1,20,Herbivore
1384,2021-09-25 0:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
1385,2021-09-25 1:37:49,50.84,10.46,UP,HF,S_HFN_H1,20,Herbivore
1386,2021-09-25 2:37:49,48.75,9.31,UP,HF,S_HFN_H1,20,Herbivore
1387,2021-09-25 3:37:49,48.52,9.18,UP,HF,S_HFN_H1,20,Herbivore
1388,2021-09-25 4:37:49,52.00,11.11,UP,HF,S_HFN_H1,20,Herbivore
1389,2021-09-25 5:37:49,49.22,9.56,UP,HF,S_HFN_H1,20,Herbivore
1390,2021-09-25 6:37:49,47.75,8.75,UP,HF,S_HFN_H1,20,Herbivore
1391,2021-09-25 7:37:49,48.91,9.39,UP,HF,S_HFN_H1,20,Herbivore
1392,2021-09-25 8:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1393,2021-09-25 9:37:49,56.63,13.68,UP,HF,S_HFN_H1,20,Herbivore
1394,2021-09-25 10:37:49,67.13,19.52,UP,HF,S_HFN_H1,20,Herbivore
1395,2021-09-25 11:37:49,71.07,21.70,UP,HF,S_HFN_H1,20,Herbivore
1396,2021-09-25 12:37:49,72.54,22.52,UP,HF,S_HFN_H1,20,Herbivore
1397,2021-09-25 13:37:49,81.11,27.28,UP,HF,S_HFN_H1,20,Herbivore
1398,2021-09-25 14:37:49,90.06,32.26,UP,HF,S_HFN_H1,20,Herbivore
1399,2021-09-25 15:37:49,83.27,28.48,UP,HF,S_HFN_H1,20,Herbivore
1400,2021-09-25 16:37:49,74.85,23.81,UP,HF,S_HFN_H1,20,Herbivore
1401,2021-09-25 17:37:49,67.75,19.86,UP,HF,S_HFN_H1,20,Herbivore
1402,2021-09-25 18:37:49,59.64,15.36,UP,HF,S_HFN_H1,20,Herbivore
1403,2021-09-25 19:37:49,55.70,13.17,UP,HF,S_HFN_H1,20,Herbivore
1404,2021-09-25 20:37:49,55.55,13.08,UP,HF,S_HFN_H1,20,Herbivore
1405,2021-09-25 21:37:49,54.93,12.74,UP,HF,S_HFN_H1,20,Herbivore
1406,2021-09-25 22:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1407,2021-09-25 23:37:49,52.30,11.28,UP,HF,S_HFN_H1,20,Herbivore
1408,2021-09-26 0:37:49,52.77,11.54,UP,HF,S_HFN_H1,20,Herbivore
1409,2021-09-26 1:37:49,52.84,11.58,UP,HF,S_HFN_H1,20,Herbivore
1410,2021-09-26 2:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1411,2021-09-26 3:37:49,53.85,12.14,UP,HF,S_HFN_H1,20,Herbivore
1412,2021-09-26 4:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1413,2021-09-26 5:37:49,54.23,12.35,UP,HF,S_HFN_H1,20,Herbivore
1414,2021-09-26 6:37:49,52.07,11.15,UP,HF,S_HFN_H1,20,Herbivore
1415,2021-09-26 7:37:49,53.62,12.01,UP,HF,S_HFN_H1,20,Herbivore
1416,2021-09-26 8:37:49,57.94,14.41,UP,HF,S_HFN_H1,20,Herbivore
1417,2021-09-26 9:37:49,59.72,15.40,UP,HF,S_HFN_H1,20,Herbivore
1418,2021-09-26 10:37:49,67.13,19.52,UP,HF,S_HFN_H1,20,Herbivore
1419,2021-09-26 11:37:49,71.38,21.88,UP,HF,S_HFN_H1,20,Herbivore
1420,2021-09-26 12:37:49,79.33,26.30,UP,HF,S_HFN_H1,20,Herbivore
1421,2021-09-26 13:37:49,70.99,21.66,UP,HF,S_HFN_H1,20,Herbivore
1422,2021-09-26 14:37:49,87.36,30.76,UP,HF,S_HFN_H1,20,Herbivore
1423,2021-09-26 15:37:49,78.17,25.65,UP,HF,S_HFN_H1,20,Herbivore
1424,2021-09-26 16:37:49,64.27,17.93,UP,HF,S_HFN_H1,20,Herbivore
1425,2021-09-26 17:37:49,63.66,17.59,UP,HF,S_HFN_H1,20,Herbivore
1426,2021-09-26 18:37:49,61.34,16.30,UP,HF,S_HFN_H1,20,Herbivore
1427,2021-09-26 19:37:49,58.71,14.84,UP,HF,S_HFN_H1,20,Herbivore
1428,2021-09-26 20:37:49,56.78,13.77,UP,HF,S_HFN_H1,20,Herbivore
1429,2021-09-26 21:37:49,54.78,12.65,UP,HF,S_HFN_H1,20,Herbivore
1430,2021-09-26 22:37:49,53.77,12.10,UP,HF,S_HFN_H1,20,Herbivore
1431,2021-09-26 23:37:49,50.53,10.29,UP,HF,S_HFN_H1,20,Herbivore
1432,2021-09-27 0:37:49,52.46,11.37,UP,HF,S_HFN_H1,20,Herbivore
1433,2021-09-27 1:37:49,52.00,11.11,UP,HF,S_HFN_H1,20,Herbivore
1434,2021-09-27 2:37:49,47.44,8.58,UP,HF,S_HFN_H1,20,Herbivore
1435,2021-09-27 3:37:49,46.82,8.23,UP,HF,S_HFN_H1,20,Herbivore
1436,2021-09-27 4:37:49,47.83,8.79,UP,HF,S_HFN_H1,20,Herbivore
1437,2021-09-27 5:37:49,51.22,10.68,UP,HF,S_HFN_H1,20,Herbivore
1438,2021-09-27 6:37:49,50.68,10.38,UP,HF,S_HFN_H1,20,Herbivore
1439,2021-09-27 7:37:49,53.23,11.79,UP,HF,S_HFN_H1,20,Herbivore
1440,2021-09-27 8:37:49,54.93,12.74,UP,HF,S_HFN_H1,20,Herbivore
1441,2021-09-27 9:37:49,55.86,13.25,UP,HF,S_HFN_H1,20,Herbivore
1442,2021-09-27 10:37:49,57.56,14.20,UP,HF,S_HFN_H1,20,Herbivore
1443,2021-09-27 11:37:49,56.94,13.85,UP,HF,S_HFN_H1,20,Herbivore
1444,2021-09-27 12:37:49,57.17,13.98,UP,HF,S_HFN_H1,20,Herbivore
1445,2021-09-27 13:37:49,58.33,14.63,UP,HF,S_HFN_H1,20,Herbivore
1446,2021-09-27 14:37:49,58.33,14.63,UP,HF,S_HFN_H1,20,Herbivore
1447,2021-09-27 15:37:49,58.64,14.80,UP,HF,S_HFN_H1,20,Herbivore
1448,2021-09-27 16:37:49,58.79,14.88,UP,HF,S_HFN_H1,20,Herbivore
1449,2021-09-27 17:37:49,58.79,14.88,UP,HF,S_HFN_H1,20,Herbivore
1450,2021-09-27 18:37:49,58.71,14.84,UP,HF,S_HFN_H1,20,Herbivore
1451,2021-09-27 19:37:49,58.95,14.97,UP,HF,S_HFN_H1,20,Herbivore
1452,2021-09-27 20:37:49,59.25,15.14,UP,HF,S_HFN_H1,20,Herbivore
1453,2021-09-27 21:37:49,59.72,15.40,UP,HF,S_HFN_H1,20,Herbivore
1454,2021-09-27 22:37:49,58.95,14.97,UP,HF,S_HFN_H1,20,Herbivore
1455,2021-09-27 23:37:49,57.09,13.94,UP,HF,S_HFN_H1,20,Herbivore
1456,2021-09-28 0:37:49,57.86,14.37,UP,HF,S_HFN_H1,20,Herbivore
1457,2021-09-28 1:37:49,58.02,14.45,UP,HF,S_HFN_H1,20,Herbivore
1458,2021-09-28 2:37:49,58.25,14.58,UP,HF,S_HFN_H1,20,Herbivore
1459,2021-09-28 3:37:49,57.71,14.28,UP,HF,S_HFN_H1,20,Herbivore
1460,2021-09-28 4:37:49,57.25,14.03,UP,HF,S_HFN_H1,20,Herbivore
1461,2021-09-28 5:37:49,55.62,13.12,UP,HF,S_HFN_H1,20,Herbivore
1462,2021-09-28 6:37:49,52.07,11.15,UP,HF,S_HFN_H1,20,Herbivore
1463,2021-09-28 7:37:49,52.07,11.15,UP,HF,S_HFN_H1,20,Herbivore
1464,2021-09-28 8:37:49,52.92,11.62,UP,HF,S_HFN_H1,20,Herbivore
1465,2021-09-28 9:37:49,56.71,13.73,UP,HF,S_HFN_H1,20,Herbivore
1466,2021-09-28 10:37:49,59.41,15.23,UP,HF,S_HFN_H1,20,Herbivore
1467,2021-09-28 11:37:49,64.35,17.97,UP,HF,S_HFN_H1,20,Herbivore
1468,2021-09-28 12:37:49,70.53,21.40,UP,HF,S_HFN_H1,20,Herbivore
1469,2021-09-28 13:37:49,78.40,25.78,UP,HF,S_HFN_H1,20,Herbivore
1470,2021-09-28 14:37:49,80.72,27.07,UP,HF,S_HFN_H1,20,Herbivore
1471,2021-09-28 15:37:49,82.57,28.10,UP,HF,S_HFN_H1,20,Herbivore
1472,2021-09-28 16:37:49,80.10,26.72,UP,HF,S_HFN_H1,20,Herbivore
1473,2021-09-28 17:37:49,55.47,13.04,UP,HF,S_HFN_H1,20,Herbivore
1474,2021-09-28 18:37:49,53.46,11.92,UP,HF,S_HFN_H1,20,Herbivore
1475,2021-09-28 19:37:49,49.60,9.78,UP,HF,S_HFN_H1,20,Herbivore
1476,2021-09-28 20:37:49,48.67,9.26,UP,HF,S_HFN_H1,20,Herbivore
1477,2021-09-28 21:37:49,48.44,9.14,UP,HF,S_HFN_H1,20,Herbivore
1478,2021-09-28 22:37:49,46.13,7.85,UP,HF,S_HFN_H1,20,Herbivore
1479,2021-09-28 23:37:49,44.12,6.73,UP,HF,S_HFN_H1,20,Herbivore
1480,2021-09-29 0:37:49,43.35,6.30,UP,HF,S_HFN_H1,20,Herbivore
1481,2021-09-29 1:37:49,42.96,6.09,UP,HF,S_HFN_H1,20,Herbivore
1482,2021-09-29 2:37:49,44.97,7.20,UP,HF,S_HFN_H1,20,Herbivore
1483,2021-09-29 3:37:49,46.05,7.81,UP,HF,S_HFN_H1,20,Herbivore
1484,2021-09-29 4:37:49,46.74,8.19,UP,HF,S_HFN_H1,20,Herbivore
1485,2021-09-29 5:37:49,47.59,8.66,UP,HF,S_HFN_H1,20,Herbivore
1486,2021-09-29 6:37:49,46.82,8.23,UP,HF,S_HFN_H1,20,Herbivore
1487,2021-09-29 7:37:49,45.74,7.63,UP,HF,S_HFN_H1,20,Herbivore
1488,2021-09-29 8:37:49,49.68,9.82,UP,HF,S_HFN_H1,20,Herbivore
1489,2021-09-29 9:37:49,52.00,11.11,UP,HF,S_HFN_H1,20,Herbivore
1490,2021-09-29 10:37:49,54.23,12.35,UP,HF,S_HFN_H1,20,Herbivore
1491,2021-09-29 11:37:49,61.72,16.51,UP,HF,S_HFN_H1,20,Herbivore
1492,2021-09-29 12:37:49,58.17,14.54,UP,HF,S_HFN_H1,20,Herbivore
1493,2021-09-29 13:37:49,57.17,13.98,UP,HF,S_HFN_H1,20,Herbivore
1494,2021-09-29 14:37:49,58.56,14.75,UP,HF,S_HFN_H1,20,Herbivore
1495,2021-09-29 15:37:49,59.72,15.40,UP,HF,S_HFN_H1,20,Herbivore
1496,2021-09-29 16:37:49,55.24,12.91,UP,HF,S_HFN_H1,20,Herbivore
1497,2021-09-29 17:37:49,53.31,11.84,UP,HF,S_HFN_H1,20,Herbivore
1498,2021-09-29 18:37:49,51.22,10.68,UP,HF,S_HFN_H1,20,Herbivore
1499,2021-09-29 19:37:49,50.45,10.25,UP,HF,S_HFN_H1,20,Herbivore
1500,2021-09-29 20:37:49,50.37,10.21,UP,HF,S_HFN_H1,20,Herbivore
1501,2021-09-29 21:37:49,49.99,9.99,UP,HF,S_HFN_H1,20,Herbivore
1502,2021-09-29 22:37:49,49.99,9.99,UP,HF,S_HFN_H1,20,Herbivore
1503,2021-09-29 23:37:49,49.60,9.78,UP,HF,S_HFN_H1,20,Herbivore
1504,2021-09-30 0:37:49,49.60,9.78,UP,HF,S_HFN_H1,20,Herbivore
1505,2021-09-30 1:37:49,48.60,9.22,UP,HF,S_HFN_H1,20,Herbivore
1506,2021-09-30 2:37:49,49.83,9.91,UP,HF,S_HFN_H1,20,Herbivore
1507,2021-09-30 3:37:49,48.91,9.39,UP,HF,S_HFN_H1,20,Herbivore
1508,2021-09-30 4:37:49,47.67,8.71,UP,HF,S_HFN_H1,20,Herbivore
1509,2021-09-30 5:37:49,46.36,7.98,UP,HF,S_HFN_H1,20,Herbivore
1510,2021-09-30 6:37:49,48.37,9.09,UP,HF,S_HFN_H1,20,Herbivore
1511,2021-09-30 7:37:49,48.29,9.05,UP,HF,S_HFN_H1,20,Herbivore
1512,2021-09-30 8:37:49,49.52,9.74,UP,HF,S_HFN_H1,20,Herbivore
1513,2021-09-30 9:37:49,51.61,10.89,UP,HF,S_HFN_H1,20,Herbivore
1514,2021-09-30 10:37:49,51.38,10.77,UP,HF,S_HFN_H1,20,Herbivore
1515,2021-09-30 11:37:49,52.84,11.58,UP,HF,S_HFN_H1,20,Herbivore
1516,2021-09-30 12:37:49,54.39,12.44,UP,HF,S_HFN_H1,20,Herbivore
1517,2021-09-30 13:37:49,69.76,20.98,UP,HF,S_HFN_H1,20,Herbivore
1518,2021-09-30 14:37:49,68.13,20.07,UP,HF,S_HFN_H1,20,Herbivore
1519,2021-09-30 15:37:49,74.16,23.42,UP,HF,S_HFN_H1,20,Herbivore
1520,2021-09-30 16:37:49,62.88,17.16,UP,HF,S_HFN_H1,20,Herbivore
1521,2021-09-30 17:37:49,55.62,13.12,UP,HF,S_HFN_H1,20,Herbivore
1522,2021-09-30 18:37:49,50.76,10.42,UP,HF,S_HFN_H1,20,Herbivore
1523,2021-09-30 19:37:49,49.45,9.69,UP,HF,S_HFN_H1,20,Herbivore
1524,2021-09-30 20:37:49,46.59,8.11,UP,HF,S_HFN_H1,20,Herbivore
1525,2021-09-30 21:37:49,46.51,8.06,UP,HF,S_HFN_H1,20,Herbivore
1526,2021-09-30 22:37:49,47.75,8.75,UP,HF,S_HFN_H1,20,Herbivore
1527,2021-09-30 23:37:49,48.67,9.26,UP,HF,S_HFN_H1,20,Herbivore
1528,2021-10-01 0:37:49,47.05,8.36,UP,HF,S_HFN_H1,20,Herbivore
1529,2021-10-01 1:37:49,48.29,9.05,UP,HF,S_HFN_H1,20,Herbivore
1530,2021-10-01 2:37:49,47.98,8.88,UP,HF,S_HFN_H1,20,Herbivore
1531,2021-10-01 3:37:49,46.67,8.15,UP,HF,S_HFN_H1,20,Herbivore
1532,2021-10-01 4:37:49,45.12,7.29,UP,HF,S_HFN_H1,20,Herbivore
1533,2021-10-01 5:37:49,43.96,6.65,UP,HF,S_HFN_H1,20,Herbivore
1534,2021-10-01 6:37:49,46.74,8.19,UP,HF,S_HFN_H1,20,Herbivore
1535,2021-10-01 7:37:49,46.98,8.32,UP,HF,S_HFN_H1,20,Herbivore
1536,2021-10-01 8:37:49,50.68,10.38,UP,HF,S_HFN_H1,20,Herbivore
1537,2021-10-01 9:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
1538,2021-10-01 10:37:49,59.72,15.40,UP,HF,S_HFN_H1,20,Herbivore